post,ques,ans,ans1,severity1,bully1,ans2,severity2,bully2,ans3,severity3,bully3,fin
Q: what do you think of this song? yolanda be cool = we no speak americano >>> http://www.youtube.com/watch?v=h3S4dBk4E1g&amp;feature=related<br>A: What up gmac ill look at that later,what do you think of this song? yolanda be cool = we no speak americano >>> http://www.youtube.com/watch?v=h3S4dBk4E1g&amp;feature=related, What up gmac ill look at that later,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what do you think of this video? http://www.youtube.com/watch?v=2JfMCBh1sJQ<br>A: sooooo funi i saw this one,what do you think of this video? http://www.youtube.com/watch?v=2JfMCBh1sJQ, sooooo funi i saw this one,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What do you think was the greatest invention in your lifetime?<br>A: Cell Phones lol,What do you think was the greatest invention in your lifetime?, Cell Phones lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What do you think will happen to you in 10 years?<br>A: nothing id be happy healthy and living it up in dubai right babe,What do you think will happen to you in 10 years?, nothing id be happy healthy and living it up in dubai right babe,No,0,n/a,No,0,None,No,0,n/a,No
Q: what do you wear to the beach? do u lug all the stuf there too? beach chair  cooler  umbrella  radio  etc?<br>A: hmm bikin to the beach as normal ppl would i dont carry nothing but my towel =P and a bottle of water maybe,what do you wear to the beach? do u lug all the stuf there too? beach chair  cooler  umbrella  radio  etc?, hmm bikin to the beach as normal ppl would i dont carry nothing but my towel =P and a bottle of water maybe,No,0,n/a,No,0,n/a,No,0,N/A.,No
Q: What do your &quot;family nights&quot; or whatever you call them consist of?<br>A: nuffin that great jus have the famz over for dinner and spent time.,What do your &quot;family nights&quot; or whatever you call them consist of?, nuffin that great jus have the famz over for dinner and spent time.,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what does *zoo Shay* stand for?<br>A: http://www.formspring.me/Zoowillr r ask him =DD,what does *zoo Shay* stand for?, http://www.formspring.me/Zoowillr r ask him =DD,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What don&apos;t you like about me?r<br>A: your funny and a sweety =D,What don&apos;t you like about me?r, your funny and a sweety =D,No,0,n/a,No,0,n/a,No,1,no,No
Q: what food do you want the most?<br>A: lol ahh wat u mean like crave for? i dont really crave for food but if i did id crave for maybe mac chicken,what food do you want the most?, lol ahh wat u mean like crave for? i dont really crave for food but if i did id crave for maybe mac chicken,No,0,no,No,0,n/a,No,0,n/a,No
Q: What happened to Trebla?<br>A: did u get mine to u?? Ket me know if no ill reply tomorrow or when my nets back up ok,What happened to Trebla?, did u get mine to u?? Ket me know if no ill reply tomorrow or when my nets back up ok,No,0,N/A.,No,0,n/a,No,0,no,No
Q: What happens when you feed a troll after midnight? And what happens if you get it wet too?<br>A: lol ok you proved you point lol,What happens when you feed a troll after midnight? And what happens if you get it wet too?, lol ok you proved you point lol,No,0,n/a,No,0,None,No,0,n/a,No
Q: what has been ur longest relationship? regret it? or was it a good learning experience?<br>A: almost 6 years and was a good learning experience,what has been ur longest relationship? regret it? or was it a good learning experience?, almost 6 years and was a good learning experience,No,0,n/a,No,0,no,No,0,None,No
Q: what has been your fave age so far?<br>A: 18 or 20 best ever,what has been your fave age so far?, 18 or 20 best ever,No,0,N/A.,No,0,N/A,No,0,n/a,No
Q: what have u eaten todayr ?<br>A: nothing yet,what have u eaten todayr ?, nothing yet,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What haven&apos;t I answer&apos;d?<br>A: did you answer them?,What haven&apos;t I answer&apos;d?, did you answer them?,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what if i had facebook and was all over yoru page=P<br>A: lol that would be malerious but yeah lmao,what if i had facebook and was all over yoru page=P, lol that would be malerious but yeah lmao,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What If you CouLd Fly ( Yo Thass hott ! I wish I could  = &apos;/ )<br>A: id love to fly better than super man thats for sure lol,What If you CouLd Fly ( Yo Thass hott ! I wish I could  = &apos;/ ), id love to fly better than super man thats for sure lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what if you were having a sleep over and you saw part of a diaper sticking out of one of your friends pajama bottoms what would you do?<br>A: lol id tell her prolly laugh but id tell her,what if you were having a sleep over and you saw part of a diaper sticking out of one of your friends pajama bottoms what would you do?, lol id tell her prolly laugh but id tell her,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what is a good book to read?<br>A: maybe twilight lol joxx i dont know havent read a book in the longest time,what is a good book to read?, maybe twilight lol joxx i dont know havent read a book in the longest time,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what is a good name for a baby girl<br>A: Shaylise of course =D,what is a good name for a baby girl, Shaylise of course =D,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what is a good song to drive tor<br>A: anything i like that ti song actually ahh i got your backr r http://www.youtube.com/watch?v=ZOI7ISiJZUw&amp;annotation_id=annotation_927155&amp;feature=ivr r listen to it,what is a good song to drive tor, anything i like that ti song actually ahh i got your backr r http://www.youtube.com/watch?v=ZOI7ISiJZUw&amp;annotation_id=annotation_927155&amp;feature=ivr r listen to it,No,0,n/a,No,0,n/a,No,0,Na,No
Q: What is another word for &quot;Full of siht?&quot;<br>A: eat arse lol,What is another word for &quot;Full of siht?&quot;, eat arse lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is called when a herd if cows are hit by a bomb?<br>A: mad cow disease,What is called when a herd if cows are hit by a bomb?, mad cow disease,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is hard to find in your opinion?<br>A: Love and someone to trust,What is hard to find in your opinion?, Love and someone to trust,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is it like to sleepwalk? Do you know what you&apos;re doing?<br>A: apparenty you dont know what you doing but i dont know i dont do it thats scary lol,What is it like to sleepwalk? Do you know what you&apos;re doing?, apparenty you dont know what you doing but i dont know i dont do it thats scary lol,Yes,0,n/a,No,0,n/a,No,0,n/a,invalid
Q: What is my favorite Alcoholic beverage? ahaha!<br>A: lmfao brian dont be mean ahh cranberry and gray goose lmao for sum reason i know thats wrong but its ok i no i cranberry right lol,What is my favorite Alcoholic beverage? ahaha!, lmfao brian dont be mean ahh cranberry and gray goose lmao for sum reason i know thats wrong but its ok i no i cranberry right lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is one question you don&apos;t want anyone to ask?<br>A: are you chinese lol i got it like a million times already and its annoying lol,What is one question you don&apos;t want anyone to ask?, are you chinese lol i got it like a million times already and its annoying lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is rasis??????? R they calling u a raisin?<br>A: yes they are,What is rasis??????? R they calling u a raisin?, yes they are,No,0,kinda stuck up,Yes,3,rasis??????? R they calling u a raisin?,Yes,3,they calling u a raisin?,invalid
Q: what is that meat called in a blue rectangular can?<br>A: spam spam spam,what is that meat called in a blue rectangular can?, spam spam spam,No,0,n/a,No,1,no,No,0,n/a,No
Q: what is the best aussie holiday<br>A: christmas for me lol,what is the best aussie holiday, christmas for me lol,No,0,n/a,No,0,Na,No,0,n/a,No
Q: what is the best beach you&apos;ve ever been to?<br>A: Bondi and Cronella,what is the best beach you&apos;ve ever been to?, Bondi and Cronella,No,0,n/a,No,0,n/a,No,0,N/A.,No
Q: what is the best cure for a hangover? Im dying right now<br>A: aww noo ahh sleep and milk for the drys nothing greasy cause ull feel worse =/,what is the best cure for a hangover? Im dying right now, aww noo ahh sleep and milk for the drys nothing greasy cause ull feel worse =/,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is the best thing that happened to you today?<br>A: Nothing yet im getting ready to leave for work,What is the best thing that happened to you today?, Nothing yet im getting ready to leave for work,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is the dumbest thing you have ever done?<br>A: lmao taking my cell phone in the shower and dropping it and it drowned lol thanks babe remind me again please lol,What is the dumbest thing you have ever done?, lmao taking my cell phone in the shower and dropping it and it drowned lol thanks babe remind me again please lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is the first physical thing you notice in the opposite sex?<br>A: eyes lips,What is the first physical thing you notice in the opposite sex?, eyes lips,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what is the funniest song out right now?<br>A: im not sure when i find one i send it to u cool =),what is the funniest song out right now?, im not sure when i find one i send it to u cool =),No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is the funniest youtube video you know?<br>A: http://www.youtube.com/watch?v=YuX6K47ax7U&amp;feature=PlayList&amp;p=66AFFBE75745196A&amp;playnext=1&amp;index=21r r they all funny,What is the funniest youtube video you know?, http://www.youtube.com/watch?v=YuX6K47ax7U&amp;feature=PlayList&amp;p=66AFFBE75745196A&amp;playnext=1&amp;index=21r r they all funny,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what is the last thing you ate?<br>A: hmm i havent eatn yet i cant member,what is the last thing you ate?, hmm i havent eatn yet i cant member,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is the last thing you won?<br>A: lmao you know the machines that u navigate the claw thingy and drop it down to pik the bear up i kinda cheated not me cause i must have waisted like $50 by that time My bro and his friend tilted the machine and i won the bear =DD,What is the last thing you won?, lmao you know the machines that u navigate the claw thingy and drop it down to pik the bear up i kinda cheated not me cause i must have waisted like $50 by that time My bro and his friend tilted the machine and i won the bear =DD,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what is the make and model<br>A: honda civic is all i know,what is the make and model, honda civic is all i know,No,0,N/A,No,0,n/a,No,0,n/a,No
Q: What is the most embarrassing thing that ever happened to you? >:)<br>A: ok theres a huge flight of stairs that i have to walk up and down to get to my dads office so me and my cousin who also works in my dads building where laughing about something and she slapped me on the arm thats how hard we were laughing and she pretty much pushed me down the stairs not knowing that it was all caught on cctv so when we got into my dads office all my dads workers were sitting arounf the screens and laughing asking who am i falling for this time lol was soo embaressing lol,What is the most embarrassing thing that ever happened to you? >:), ok theres a huge flight of stairs that i have to walk up and down to get to my dads office so me and my cousin who also works in my dads building where laughing about something and she slapped me on the arm thats how hard we were laughing and she pretty much pushed me down the stairs not knowing that it was all caught on cctv so when we got into my dads office all my dads workers were sitting arounf the screens and laughing asking who am i falling for this time lol was soo embaressing lol,No,0,n/a,No,0,N/A,No,0,n/a,No
Q: What is the number one rule in your house?<br>A: wash your dishes and dont ask if you wana eat or drink something help yourself,What is the number one rule in your house?, wash your dishes and dont ask if you wana eat or drink something help yourself,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is the weirdest thing about you?<br>A: awww you tell me lol i wana know,What is the weirdest thing about you?, awww you tell me lol i wana know,No,0,Na,No,0,n/a,No,0,n/a,No
Q: What is worse seeing your parents skinny dipping or walking in on them?<br>A: lol skinnie dipping lol,What is worse seeing your parents skinny dipping or walking in on them?, lol skinnie dipping lol,No,0,n/a,No,0,n/a,No,1,no,No
Q: what is your all time favorite movie?<br>A: the green mile i love it sad yes i cried,what is your all time favorite movie?, the green mile i love it sad yes i cried,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is your best physical feature?r<br>A: lol my hair,What is your best physical feature?r, lol my hair,No,0,n/a,No,0,Did you hangout with moises today because i saw his status and it said your name?? and if you did how do you even know him like your in 7th grade for crying out loud???,No,0,n/a,No
Q: What is your deepest fear?r<br>A: dieing alone,What is your deepest fear?r, dieing alone,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is your definition of love?<br>A: Zoowill =P,What is your definition of love?, Zoowill =P,No,0,N/A.,No,0,n/a,No,0,n/a,No
Q: What is your dream profession?r r<br>A: a professional shay lol u said what comes to mind jeezz hahar no a fully qualifyed beautician/hairdresser/nail tech/ wedding planner =),What is your dream profession?r r, a professional shay lol u said what comes to mind jeezz hahar no a fully qualifyed beautician/hairdresser/nail tech/ wedding planner =),No,0,Na,No,0,n/a,No,0,n/a,No
Q: What is your expectation from life?<br>A: to be successful so cliqshe but its true live a happy long prosperus life,What is your expectation from life?, to be successful so cliqshe but its true live a happy long prosperus life,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what is your fav fish<br>A: id have to say snapper yumm red snapper,what is your fav fish, id have to say snapper yumm red snapper,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is your favorite curse word?r<br>A: i dont really swear lol,What is your favorite curse word?r, i dont really swear lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what is your favorite food<br>A: Chinese,what is your favorite food, Chinese,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is your favorite hobby?r<br>A: Cars and Music,What is your favorite hobby?r, Cars and Music,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is your favorite Pink Floyd song?<br>A: ill post it on ur page I'm on cell phone right now =/,What is your favorite Pink Floyd song?, ill post it on ur page I'm on cell phone right now =/,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is your favorite song when you&apos;re in the mood to dance?<br>A: i have a few to many to namer r http://www.youtube.com/watch?v=d2rSOaz0X9Qr r this is all that comes to mind right now =),What is your favorite song when you&apos;re in the mood to dance?, i have a few to many to namer r http://www.youtube.com/watch?v=d2rSOaz0X9Qr r this is all that comes to mind right now =),No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is your favorite song?<br>A: hmm i have a few but im still in love with AVANT making good love and heartless my kanye west :D:D,What is your favorite song?, hmm i have a few but im still in love with AVANT making good love and heartless my kanye west :D:D,No,0,n/a,No,0,n/a,No,0,N/A,No
Q: what is your favorite thing to do?<br>A: talk on the Phone fs fb yahoo msn party go night ride and club,what is your favorite thing to do?, talk on the Phone fs fb yahoo msn party go night ride and club,No,0,n/a,No,0,n/a,No,0,None,No
Q: what is your favorite tv show<br>A: Jersey shore Runs House Kardashians Home and Away Full House Kendra All Saints Neighbours Shortland Street,what is your favorite tv show, Jersey shore Runs House Kardashians Home and Away Full House Kendra All Saints Neighbours Shortland Street,No,0,n/a,No,0,None,No,0,n/a,No
Q: What is your favorite way to receive affection?<br>A: Hugs and kisses u2665u2665,What is your favorite way to receive affection?, Hugs and kisses u2665u2665,No,0,Na,No,0,n/a,No,0,n/a,No
Q: What is your favorite word?r<br>A: lmaor dorkr shupr watev lol i dont know what do i always call you lmao aww nerd and geek hehe,What is your favorite word?r, lmaor dorkr shupr watev lol i dont know what do i always call you lmao aww nerd and geek hehe,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is your favourite show to watch with the kids?<br>A: i dont watch tv with the kids but they love dora and hi 5,What is your favourite show to watch with the kids?, i dont watch tv with the kids but they love dora and hi 5,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is your favourite song to sing to the kids?<br>A: twinkle little star,What is your favourite song to sing to the kids?, twinkle little star,No,0,n/a,No,0,n/a,No,0,Na,No
Q: what is your favourite type of candy?<br>A: Eye candy is always the best =P,what is your favourite type of candy?, Eye candy is always the best =P,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is your idea of a perfect date?<br>A: a date with no perfection =D,What is your idea of a perfect date?, a date with no perfection =D,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is your idea of a perfect date?r<br>A: sunset walk on the beach talking and getting to know each other,What is your idea of a perfect date?r, sunset walk on the beach talking and getting to know each other,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is your least favorite day of the week?<br>A: tuesday cause its really busy and sunday cause i have to iron lol,What is your least favorite day of the week?, tuesday cause its really busy and sunday cause i have to iron lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is your least favorite word?<br>A: you already know &quot;SIKE&quot; lol,What is your least favorite word?, you already know &quot;SIKE&quot; lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is your maiden name?<br>A: Strick............land,What is your maiden name?, Strick............land,No,0,n/a,No,0,n/a,No,0,N/A.,No
Q: what is your name backwards????<br>A: esilyahS,what is your name backwards????, esilyahS,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What is your opinion when it comes to marriage?<br>A: well it a good thing i wana get married one day but its supposed to be shared with someone that you truely love and care about not just get married out of pitty like some i know of,What is your opinion when it comes to marriage?, well it a good thing i wana get married one day but its supposed to be shared with someone that you truely love and care about not just get married out of pitty like some i know of,No,0,n/a,No,0,n/a,No,0,Na,No
Q: What is your phobia?r<br>A: i dont know wat it is called but i dont like spiders and snakes,What is your phobia?r, i dont know wat it is called but i dont like spiders and snakes,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what is your state/country&apos;s motto or nick name? cali= Eureka!<br>A: i dont know ok nz = land of the long white cloudr aust hmm aussie lmao,what is your state/country&apos;s motto or nick name? cali= Eureka!, i dont know ok nz = land of the long white cloudr aust hmm aussie lmao,No,0,n/a,No,0,n/a,No,0,N/A.,No
Q: what is/was your favourite ride at the amusement park?<br>A: roller coasters id have to say,what is/was your favourite ride at the amusement park?, roller coasters id have to say,No,0,n/a,No,0,no,No,0,n/a,No
Q: What it do  what it do  what it do Girly! XD .. Love the colours around your neck :O .. *rips the beads from your neck* XD .. I like them colours very muchly .. Share widd me XD ?? ..<br>A: :( didnt have to rip them :( could ov just asked for them and i would ov given u some :( u mean rissa lee das u :(,What it do  what it do  what it do Girly! XD .. Love the colours around your neck :O .. *rips the beads from your neck* XD .. I like them colours very muchly .. Share widd me XD ?? .., :( didnt have to rip them :( could ov just asked for them and i would ov given u some :( u mean rissa lee das u :(,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what jersey shore character do you most identify with<br>A: J wow maybe just not easy just her fun side wild thats me untamed,what jersey shore character do you most identify with, J wow maybe just not easy just her fun side wild thats me untamed,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what kind of art do you like?<br>A: The art of life =D,what kind of art do you like?, The art of life =D,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what kind of camera do you have?<br>A: sony,what kind of camera do you have?, sony,No,0,Na,No,0,n/a,No,0,n/a,No
Q: What kind of Car do I drive on a regular basis?<br>A: chrysler,What kind of Car do I drive on a regular basis?, chrysler,No,0,n/a,No,0,n/a,No,0,N/a,No
Q: What kind of car do you own or want to own?<br>A: own a ss holdenr r want to own a skyline yumm sexy,What kind of car do you own or want to own?, own a ss holdenr r want to own a skyline yumm sexy,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What kind of clothes do you wear on a date?<br>A: depends where we going,What kind of clothes do you wear on a date?, depends where we going,,0,None,No,0,n/a,No,0,n/a,invalid
Q: What kind of clothes do you wear on a date?<br>A: depends where we goingr r Beach: Sandles denim shorts singlet and bikini under just incaser r Dinner: evening dress mayber r anything i think looks good and goes with my mood pretty muj,What kind of clothes do you wear on a date?, depends where we goingr r Beach: Sandles denim shorts singlet and bikini under just incaser r Dinner: evening dress mayber r anything i think looks good and goes with my mood pretty muj,No,0,N/A.,No,0,n/a,No,0,n/a,No
Q: what kind of health insurance does oz have<br>A: its up to u wat kinda plan u want have a look at the website iselect they gota the cover there and what u have to pay monthly =),what kind of health insurance does oz have, its up to u wat kinda plan u want have a look at the website iselect they gota the cover there and what u have to pay monthly =),No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What kind of jokes do you like to hear?<br>A: i like them all just not dry ones lol they have to be funny,What kind of jokes do you like to hear?, i like them all just not dry ones lol they have to be funny,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What kind Of Junkie Are You? Ex=>(MusicJunkie BookJunkie ModelJunkie SexFeenJunkie CandyJunkie &amp; Etc)<br>A: Music car junkie,What kind Of Junkie Are You? Ex=>(MusicJunkie BookJunkie ModelJunkie SexFeenJunkie CandyJunkie &amp; Etc), Music car junkie,No,0,Na,No,0,n/a,No,0,n/a,No
Q: what kind of music do u find urself most often listening to?<br>A: everything and anything when im going to bed i listen to slow jams,what kind of music do u find urself most often listening to?, everything and anything when im going to bed i listen to slow jams,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What kinda questions do you like to be asked ?? .. The thought provoking kind  or the stupid kind ?? .. Maybe the in betweeners ?? ..<br>A: all the above it dont bother me :D,What kinda questions do you like to be asked ?? .. The thought provoking kind  or the stupid kind ?? .. Maybe the in betweeners ?? .., all the above it dont bother me :D,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What last made you laugh?r<br>A: LMAO killing Gus on COD yesterday lmao was an honest mistake lmao you didnt tell me we was on teams lmao,What last made you laugh?r, LMAO killing Gus on COD yesterday lmao was an honest mistake lmao you didnt tell me we was on teams lmao,No,0,n/a,No,0,n/a,No,0,no,No
Q: what looks better on you  gold or silver?<br>A: i love silver,what looks better on you  gold or silver?, i love silver,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what makes a &quot;good&quot; mom? dad? explain<br>A: well i think if you able to give a kid the love care affection they need then your good to go be a parent first and a friend later true??,what makes a &quot;good&quot; mom? dad? explain, well i think if you able to give a kid the love care affection they need then your good to go be a parent first and a friend later true??,No,0,n/a,No,0,n/a,No,0,no,No
Q: what makes YOU determine whether or not u wana date a person or justttt sleep with them?<br>A: I dont get down on the first night so we'd have to be talking for abit for me to even look your way not stuck up just like to know ppl before i make n e contact,what makes YOU determine whether or not u wana date a person or justttt sleep with them?, I dont get down on the first night so we'd have to be talking for abit for me to even look your way not stuck up just like to know ppl before i make n e contact,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what makes you happy?<br>A: positive ppl smiles,what makes you happy?, positive ppl smiles,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what makes you happy?<br>A: you being around and talkn to cool people,what makes you happy?, you being around and talkn to cool people,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what makes you upset?<br>A: ialot of things to many to name right now =),what makes you upset?, ialot of things to many to name right now =),No,0,n/a,No,0,N/A.,No,0,n/a,No
Q: what message???<br>A: awww ill resend it in a min lol,what message???, awww ill resend it in a min lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What other food restaurants you guys got over there ?? .. Ya&apos;ll got KFC ?? lol .. Probably eh ?? .. I&apos;m trying to figure out Australia before I come over .. My Mums no good for telling me these things  she&apos;s as thick as cheese lol ..<br>A: awww yeh mainley kababs the lebos have pretty muj taken over lol kfc yes we have mac d's no wendys i miss that as well cant think,What other food restaurants you guys got over there ?? .. Ya&apos;ll got KFC ?? lol .. Probably eh ?? .. I&apos;m trying to figure out Australia before I come over .. My Mums no good for telling me these things  she&apos;s as thick as cheese lol .., awww yeh mainley kababs the lebos have pretty muj taken over lol kfc yes we have mac d's no wendys i miss that as well cant think,No,0,None,No,0,n/a,No,0,no,No
Q: what place is it that you wish i was???<br>A: in a place where u an be happy,what place is it that you wish i was???, in a place where u an be happy,No,0,n/a,No,0,n/a,No,0,None,No
Q: What planet would you want to travel to  if you ever had the chance to go to space?<br>A: lmfao Mars with sum martian,What planet would you want to travel to  if you ever had the chance to go to space?, lmfao Mars with sum martian,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what powers it??? a hamster on the wheel?<br>A: WOW IS IT THAT OVS STYLING,what powers it??? a hamster on the wheel?, WOW IS IT THAT OVS STYLING,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what r 3 pet pieves of yours?<br>A: asking to do something once and it dont get done ill do it thats its i think lol,what r 3 pet pieves of yours?, asking to do something once and it dont get done ill do it thats its i think lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what situation would you get overly emotional?<br>A: relationship wise id say a messy brake up...... or attachment to another person i guess..r r but generally i dont think im emotional =/ dont quote me on that =s,what situation would you get overly emotional?, relationship wise id say a messy brake up...... or attachment to another person i guess..r r but generally i dont think im emotional =/ dont quote me on that =s,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what size are those tires? 12 inch?<br>A: POSSIBLE,what size are those tires? 12 inch?, POSSIBLE,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what size shoe do you wear<br>A: 7.5 ladies,what size shoe do you wear, 7.5 ladies,No,0,n/a,No,0,n/a,No,0,None,No
Q: What song makes you feel like dancing whenever you hear it?<br>A: Tambourine Lmao holy I'm guessing I kinda spelt it wrong maybe but its a cool song,What song makes you feel like dancing whenever you hear it?, Tambourine Lmao holy I'm guessing I kinda spelt it wrong maybe but its a cool song,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What song would you not let your parents listen to on your Ipod?<br>A: I can tell by mercedez and 504 boys,What song would you not let your parents listen to on your Ipod?, I can tell by mercedez and 504 boys,No,0,n/a,No,0,N/A.,No,0,no,No
Q: What sound or noise do you love?<br>A: babies crying lmao  r hear you on the fone xbox computer watev lol,What sound or noise do you love?, babies crying lmao  r hear you on the fone xbox computer watev lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What the hail was I thinking trying to compete against a lady on asking questions? I already knew I wasn&apos;t going to win!!<br>A: well u are one up :D so ill give you that,What the hail was I thinking trying to compete against a lady on asking questions? I already knew I wasn&apos;t going to win!!, well u are one up :D so ill give you that,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What time do you awake in the morning over there?<br>A: 4.30am but today i got up at 6.30am long night,What time do you awake in the morning over there?, 4.30am but today i got up at 6.30am long night,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What time do you get up in the morning?<br>A: 430am u know that cause u asked be before i deactivated lol,What time do you get up in the morning?, 430am u know that cause u asked be before i deactivated lol,No,0,n/a,No,0,n/a,No,1,no,No
Q: What time do you wake in the morning?<br>A: 430 lately 5am,What time do you wake in the morning?, 430 lately 5am,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what time is it over there?<br>A: 5.52am,what time is it over there?, 5.52am,No,0,n/a,No,0,Na,No,0,n/a,No
Q: What took you sooo long to get back on here?<br>A: Well with all the drama you need time right?? thats what took so long sorry im back now so u can spam me once again =D,What took you sooo long to get back on here?, Well with all the drama you need time right?? thats what took so long sorry im back now so u can spam me once again =D,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what type of jeans do you wear? i usually rock levi&apos;s or R&amp;R.<br>A: i dont have a fav brand maybe dereon,what type of jeans do you wear? i usually rock levi&apos;s or R&amp;R., i dont have a fav brand maybe dereon,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What types of movies do you enjoy?<br>A: action horror romance i like them all really dont have a fav i dont think,What types of movies do you enjoy?, action horror romance i like them all really dont have a fav i dont think,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what u do at 8 am?<br>A: Lmao I have no idea ill tell u tomorrow ok lol,what u do at 8 am?, Lmao I have no idea ill tell u tomorrow ok lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what u do at with those cute kids?<br>A: lol which cute kids can u fill me in lol,what u do at with those cute kids?, lol which cute kids can u fill me in lol,No,0,N/A,No,0,n/a,No,0,n/a,No
Q: what u doin...?<br>A: im back on fs :),what u doin...?, im back on fs :),Yes,1,what u doin...?,No,0,n/a,No,0,n/a,invalid
Q: what u doin<br>A: nothing and you?,what u doin, nothing and you?,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what u doning now?<br>A: nothing just about to go and clean,what u doning now?, nothing just about to go and clean,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what u havein for brekkie?<br>A: nnothing now,what u havein for brekkie?, nnothing now,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: What u mean don&apos;t want to be asked? I&apos;m not lie ing<br>A: i cant remeber the convo =( refresh my memory,What u mean don&apos;t want to be asked? I&apos;m not lie ing, i cant remeber the convo =( refresh my memory,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: what u mean shes coming?<br>A: shes spammed me as well but i gota answer all yours before i get to hers,what u mean shes coming?, shes spammed me as well but i gota answer all yours before i get to hers,No,0,no,No,0,n/a,No,0,Na,No
Q: what unexpected surprises have you had in life?<br>A: not that im willing to share,what unexpected surprises have you had in life?, not that im willing to share,No,0,n/a,No,0,n/a,No,1,no,No
